Topic,election,president,http,biden,trump,great,people,thank,ohio,wisconsin,mean,matter,request,megyn,stand,israel,huge,street
0,0.0665818776619885,0.0665818776619885,0.06262654570341679,0.06113761143829089,0.05544028465490035,0.04752024398991458,0.04752024398991458,0.04438791844132566,0.04311975411548224,0.04311975411548224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.7701997623582139,0.0,0.0,0.0,0.0,0.11803151040079778,0.0,0.0,0.06399104297524279,0.06399104297524279,0.06399104297524279,0.06399104297524279,0.06399104297524279,0.06399104297524279,0.06399104297524279,0.06399104297524279
