Topic,Words
Topic 409,"amazing: 0.12377, excellent: 0.06723, incredible: 0.0657, soooo: 0.05669, magnificent: 0.04603, trip: 0.03662, experience: 0.0356, fantastic: 0.03106, terrific: 0.02984, beautiful: 0.02981"
Topic 410,"welch: 0.4255, jack: 0.36441, reality: 0.055, resolve: 0.05279, destiny: 0.04548, face: 0.0416, wish: 0.04075, quit: 0.03304, situation: 0.02489, warmest: 0.02397"
Topic 411,"pennsylvania: 0.12019, maga: 0.08399, newtown: 0.04942, reception: 0.03974, moon: 0.03628, saccone: 0.02546, hershey: 0.02546, erie: 0.02471, periscope: 0.02345, valley: 0.02118"
Topic 412,"officer: 0.07061, enforcement: 0.06989, sheriff: 0.04981, police: 0.0498, everlasting: 0.03572, gratitude: 0.02736, women: 0.02304, earn: 0.02242, incredible: 0.02139, spring: 0.02127"
Topic 413,"beat: 0.20155, hillary: 0.05192, bushy: 0.03245, candidate: 0.03207, clinton: 0.02677, commit: 0.02486, unite: 0.02381, krauthammer: 0.02118, planet: 0.01932, person: 0.01931"
Topic 414,"application: 0.26432, college: 0.20771, passport: 0.06088, release: 0.04901, record: 0.03873, return: 0.03703, mitt: 0.02915, birth: 0.02902, obama: 0.0245, bachelor: 0.02325"
Topic 415,"leadership: 0.04596, leader: 0.04115, country: 0.02782, enter: 0.02479, dire: 0.02478, italian: 0.02325, prez: 0.02283, represent: 0.02163, need: 0.02039, embarrassing: 0.01959"
Topic 416,"clown: 0.2568, pundit: 0.05584, bushy: 0.05064, krauthammer: 0.04957, boring: 0.02944, television: 0.02899, lago: 0.02596, watching: 0.02591, stumbling: 0.02376, credibility: 0.02142"
Topic 417,"tune: 0.1292, trailer: 0.09481, serta: 0.05568, user: 0.05568, featuring: 0.04503, highlight: 0.04403, youtube: 0.03992, serie: 0.03891, favorite: 0.03273, woke: 0.0316"
Topic 418,"henry: 0.30125, ford: 0.2995, remedy: 0.07639, fault: 0.04703, obstacle: 0.04584, whether: 0.04474, legendary: 0.03245, frightening: 0.02471, goal: 0.0239, keeping: 0.0231"
Topic 419,"seattle: 0.1067, anarchist: 0.10087, agitator: 0.07676, protester: 0.06601, looter: 0.06386, takeover: 0.03945, mayor: 0.02997, peaceful: 0.028, portray: 0.02785, taunt: 0.02703"
Topic 420,"proud: 0.19785, supporting: 0.04619, deanna: 0.04594, drunk: 0.04338, gathering: 0.03696, mobile: 0.03585, sister: 0.03534, although: 0.03352, classy: 0.03352, sure: 0.03075"
Topic 421,"pastor: 0.20246, christian: 0.17771, abedini: 0.12731, imprison: 0.06366, iranian: 0.06227, iran: 0.06215, sanction: 0.04472, persecution: 0.03909, theblaze: 0.03312, prison: 0.03218"
Topic 422,"chicago: 0.20799, building: 0.07369, skyline: 0.06699, favorite: 0.05533, addition: 0.03556, view: 0.02989, helpful: 0.02579, front: 0.02512, color: 0.02502, karen: 0.02432"
Topic 423,"cnbc: 0.39133, empire: 0.05047, switching: 0.03623, value: 0.03351, starving: 0.03261, deck: 0.03128, extra: 0.03014, taste: 0.02915, imagination: 0.02748, asking: 0.02549"
Topic 424,"russia: 0.08453, russian: 0.05884, similar: 0.04656, william: 0.03087, deeper: 0.02894, weaker: 0.02808, engage: 0.02808, barr: 0.02786, dependent: 0.02732, ease: 0.02604"
Topic 425,"scotland: 0.21791, scot: 0.06552, ireland: 0.03394, stating: 0.03188, monstrosity: 0.03038, royal: 0.03038, elsewhere: 0.02914, spain: 0.02914, minority: 0.02761, proclaim: 0.02634"
Topic 426,"office: 0.16069, regret: 0.04518, bone: 0.04369, jackie: 0.04125, conclude: 0.04125, heck: 0.04024, slot: 0.03573, tony: 0.0289, sitting: 0.02835, cohen: 0.02712"
Topic 427,"michigan: 0.15959, attendee: 0.02589, novi: 0.02589, certify: 0.02364, poli: 0.02364, expansion: 0.02306, reald: 0.02253, crowd: 0.02074, depart: 0.02047, material: 0.01899"
Topic 428,"million: 0.05871, campaign: 0.04663, spent: 0.04591, goal: 0.04571, write: 0.04081, bottom: 0.03554, dollar: 0.03465, month: 0.02879, drain: 0.02665, check: 0.02559"
Topic 429,"drug: 0.0883, mexican: 0.08771, chapo: 0.07216, cartel: 0.05402, lord: 0.04255, cocaine: 0.03732, gateway: 0.03407, contributor: 0.03247, dealer: 0.03247, petition: 0.03247"
Topic 430,"chri: 0.32141, hardball: 0.18628, stumbling: 0.047, hanson: 0.047, unreal: 0.04181, happi: 0.04029, laid: 0.03961, matthew: 0.03961, bori: 0.03837, dumb: 0.03583"
Topic 431,"kentucky: 0.07705, mitch: 0.0647, mcconnell: 0.05024, senator: 0.03453, braun: 0.03122, senate: 0.02574, indiana: 0.02336, bobby: 0.02241, knight: 0.02088, lightweight: 0.01981"
Topic 432,"carson: 0.29305, stab: 0.05508, hammer: 0.05109, mother: 0.02972, belt: 0.02935, temper: 0.02838, factual: 0.02754, sweat: 0.02614, criticizing: 0.02555, fabrication: 0.025"
Topic 433,"limbaugh: 0.41713, rush: 0.25736, goodbye: 0.0268, speedy: 0.02614, rooting: 0.02284, exchange: 0.02153, midterm: 0.02097, publicity: 0.02022, flooding: 0.01999, taylor: 0.01999"
Topic 434,"legend: 0.18999, cute: 0.18458, amazing: 0.12294, fifth: 0.08245, epic: 0.0726, stunning: 0.06636, pretty: 0.06027, complete: 0.05528, info: 0.05433, beautiful: 0.04072"
Topic 435,"matt: 0.55433, matthew: 0.09465, birthday: 0.08757, mower: 0.05787, blogger: 0.05465, happy: 0.04534, sleazebag: 0.04516, irrelevant: 0.03866, card: 0.02909, drudge: 0.02801"
Topic 436,"journal: 0.22372, street: 0.15054, editorial: 0.09069, wall: 0.0725, uncle: 0.03529, brutal: 0.02731, riley: 0.02114, kimberley: 0.02114, coffer: 0.02044, appreciative: 0.02044"
Topic 437,"safe: 0.1059, together: 0.03478, devote: 0.02668, inherit: 0.02402, replay: 0.0235, america: 0.02161, blessing: 0.02147, color: 0.02082, religion: 0.02052, harm: 0.02024"
Topic 438,"keep: 0.10036, work: 0.06961, hero: 0.04227, refreshing: 0.04005, pull: 0.0312, larry: 0.03093, busy: 0.0304, sean: 0.02832, good: 0.02759, spectacular: 0.02357"
Topic 439,"night: 0.04932, cast: 0.04753, tonight: 0.04561, episode: 0.04374, tomorrow: 0.04167, springfield: 0.03337, hang: 0.03261, wait: 0.03199, show: 0.03157, uncle: 0.03128"
Topic 440,"hampshire: 0.32152, corey: 0.03932, reuter: 0.03198, departing: 0.03012, maine: 0.02882, dump: 0.02705, waiting: 0.01929, third: 0.01905, thank: 0.01717, evening: 0.01527"
Topic 441,"bedminster: 0.34597, biker: 0.05761, pinehurst: 0.04016, membership: 0.0263, marie: 0.0263, arsonist: 0.02565, bravo: 0.02404, superior: 0.02241, shit: 0.02173, sort: 0.02142"
Topic 442,"vega: 0.25966, upgrade: 0.03276, strip: 0.03276, expo: 0.03188, that: 0.02974, reflect: 0.02859, passionate: 0.02597, gather: 0.02405, houston: 0.02378, skyline: 0.02351"
Topic 443,"california: 0.29421, costa: 0.04801, mesa: 0.04642, wheel: 0.04642, diego: 0.03521, delivering: 0.02592, seat: 0.02557, joining: 0.02524, dream: 0.01699, soon: 0.01499"
Topic 444,"back: 0.06745, restore: 0.05567, welcome: 0.04707, preview: 0.04676, gulf: 0.04456, priority: 0.03487, belong: 0.03308, home: 0.03182, bring: 0.03166, rebuild: 0.02709"
Topic 445,"momentum: 0.32275, nowhere: 0.18307, idea: 0.08566, without: 0.06592, keep: 0.05925, entrepreneur: 0.04837, sustain: 0.03094, persistent: 0.02949, believer: 0.02886, russell: 0.02829"
Topic 446,"minute: 0.52456, quid: 0.10598, friend: 0.07186, kidding: 0.06556, definite: 0.04448, moment: 0.04247, whatever: 0.04205, direct: 0.03942, five: 0.03875, mention: 0.03497"
Topic 447,"trafficking: 0.11486, human: 0.08875, drug: 0.05167, wall: 0.03049, gang: 0.02731, cave: 0.02639, trafficker: 0.02474, marching: 0.02474, barrier: 0.02337, heal: 0.02306"
Topic 448,"wife: 0.18602, engagement: 0.10609, wedding: 0.05859, couple: 0.04644, weekend: 0.04335, satisfy: 0.04014, unheard: 0.03896, marriage: 0.03791, subscription: 0.03698, huma: 0.03613"
Topic 449,"week: 0.1036, weekend: 0.06974, column: 0.06173, thursday: 0.04374, lunatic: 0.04359, hottest: 0.04103, reflect: 0.04103, disney: 0.04029, tourism: 0.04029, neighborhood: 0.03961"
Topic 450,"bori: 0.03755, uscg: 0.03596, solid: 0.03106, charle: 0.03048, keep: 0.02857, pari: 0.02742, work: 0.02527, thank: 0.02166, person: 0.01944, fantastic: 0.0185"
Topic 451,"lombardi: 0.55895, vince: 0.42009, habit: 0.08757, quit: 0.0744, bulli: 0.03629, yell: 0.03509, winning: 0.03474, individual: 0.03245, civilization: 0.03158, losing: 0.0256"
Topic 452,"cohen: 0.1564, michael: 0.05841, contradict: 0.04724, lawyer: 0.04716, guilty: 0.04587, testimony: 0.04456, perjury: 0.03056, finance: 0.02908, plead: 0.02667, sworn: 0.0227"
Topic 453,"mayweather: 0.2594, boxing: 0.17293, floyd: 0.09021, knockout: 0.0527, fight: 0.05255, beaten: 0.04119, round: 0.0334, manuel: 0.03052, dimon: 0.02962, jackie: 0.02882"
Topic 454,"wolf: 0.18432, restriction: 0.11703, judge: 0.11276, federal: 0.08811, shutdown: 0.0723, gathering: 0.0629, breaking: 0.05967, rule: 0.05947, pandemic: 0.05631, rachel: 0.05057"
Topic 455,"wooden: 0.23513, john: 0.10567, david: 0.10287, misse: 0.04703, bargain: 0.04547, samuel: 0.04412, worthy: 0.04092, creative: 0.03851, repeat: 0.03719, bless: 0.03497"
Topic 456,"atlantic: 0.19755, city: 0.10999, timing: 0.09358, casino: 0.04715, plaza: 0.04453, sold: 0.03388, bankrupt: 0.03005, closing: 0.02708, caesar: 0.02438, mistake: 0.02375"
Topic 457,"kenya: 0.55826, moore: 0.14214, kinda: 0.08501, brandi: 0.07771, born: 0.05096, indonesia: 0.04655, finland: 0.04501, somehow: 0.04501, helsinki: 0.04051, shine: 0.03681"
Topic 458,"investment: 0.13153, investor: 0.1151, sometime: 0.07122, bought: 0.05317, multi: 0.03724, headquarter: 0.03632, globe: 0.03632, managing: 0.03474, acquisition: 0.03404, savvy: 0.0334"
Topic 459,"easy: 0.16795, done: 0.10577, convincing: 0.10056, easier: 0.06433, help: 0.05429, simple: 0.04552, project: 0.03846, seem: 0.03449, correct: 0.03204, follow: 0.03128"
Topic 460,"governor: 0.09652, fleeing: 0.04665, roof: 0.0439, california: 0.03762, appreciative: 0.03116, rockefeller: 0.03116, mnuchin: 0.0287, savage: 0.0287, arnold: 0.02364, friendship: 0.02332"
Topic 461,"arena: 0.1657, crowd: 0.07433, pack: 0.06482, electric: 0.04365, expecting: 0.03093, buzz: 0.02991, outside: 0.02651, bull: 0.02533, fortunate: 0.02533, embarrassing: 0.02446"
Topic 462,"stay: 0.22668, count: 0.13351, stop: 0.10944, keep: 0.10744, impossible: 0.07874, leaving: 0.04815, almost: 0.03835, going: 0.03386, continue: 0.02691, help: 0.01945"
Topic 463,"energy: 0.18485, passion: 0.14795, without: 0.05152, awake: 0.03841, ingredient: 0.03628, carnegie: 0.03457, dale: 0.03457, quest: 0.03384, russell: 0.03316, habit: 0.03196"
Topic 464,"first: 0.06078, vote: 0.03988, businessmen: 0.03158, devin: 0.02972, creator: 0.02972, presidential: 0.028, ballot: 0.02765, adult: 0.02444, hope: 0.02173, ever: 0.0214"
Topic 465,"golf: 0.06229, exercise: 0.05987, inexpensive: 0.0419, round: 0.03325, bother: 0.03313, playing: 0.03255, play: 0.03027, hawaii: 0.02559, travel: 0.02556, london: 0.02536"
Topic 466,"real: 0.07673, yate: 0.05742, dana: 0.05045, assume: 0.04739, story: 0.03829, coverage: 0.03219, organization: 0.03091, avail: 0.02948, imagine: 0.02822, deal: 0.02672"
Topic 467,"busines: 0.12928, tool: 0.1057, busey: 0.04655, effective: 0.04525, sell: 0.04268, venture: 0.04051, common: 0.03902, carl: 0.03813, toure: 0.03621, advance: 0.03207"
Topic 468,"school: 0.04291, reminder: 0.04089, late: 0.04065, cool: 0.03413, moment: 0.03153, show: 0.02942, thank: 0.02939, sound: 0.02696, remember: 0.02446, player: 0.02353"
Topic 469,"desperate: 0.12338, seem: 0.11707, worst: 0.10237, negotiation: 0.09966, deal: 0.05005, thing: 0.03593, negotiating: 0.03274, ripoff: 0.02932, omaha: 0.02845, dislike: 0.02845"
Topic 470,"welfare: 0.23586, taxpayer: 0.07641, ethic: 0.05506, reform: 0.04796, incentive: 0.04637, creator: 0.04363, burden: 0.04286, code: 0.0367, individual: 0.03573, combat: 0.03095"
Topic 471,"minute: 0.23799, enjoy: 0.16419, friend: 0.1565, tragic: 0.0441, dear: 0.0398, plenty: 0.03387, talk: 0.03208, five: 0.02637, sander: 0.02443, leave: 0.02171"
Topic 472,"screen: 0.29812, iphone: 0.24827, apple: 0.20239, larger: 0.1457, samsung: 0.13913, size: 0.05381, button: 0.05035, large: 0.03008, phone: 0.02843, addition: 0.02792"
Topic 473,"friend: 0.07718, houston: 0.043, charle: 0.03925, fellow: 0.03557, ronald: 0.03363, mine: 0.0314, nasty: 0.0314, holiday: 0.03035, trip: 0.02809, secret: 0.02612"
Topic 474,"report: 0.1138, older: 0.04851, label: 0.04429, experiencing: 0.0432, dismal: 0.0432, operative: 0.0366, adult: 0.03267, bombshell: 0.03267, training: 0.03198, version: 0.03073"
Topic 475,"negotiator: 0.28421, negotiating: 0.05112, master: 0.03639, organizer: 0.02811, operate: 0.02689, worst: 0.0246, instruct: 0.02418, qaeda: 0.02315, chief: 0.02235, partie: 0.02227"
Topic 476,"veteran: 0.11659, ceremony: 0.03283, delivering: 0.03169, dime: 0.02754, honolulu: 0.02614, lifelong: 0.02614, celebrate: 0.02575, soil: 0.025, loyalty: 0.02361, offend: 0.02321"
Topic 477,"thanksgiving: 0.34166, holiday: 0.22721, happy: 0.15218, wishing: 0.07034, bean: 0.05262, delivery: 0.04596, cook: 0.04276, outlet: 0.03936, everyone: 0.03789, excuse: 0.02809"
Topic 478,"paul: 0.41209, loan: 0.11383, sooner: 0.08259, selective: 0.0507, frequent: 0.0507, later: 0.04826, teleprompter: 0.04547, dedication: 0.04189, gotta: 0.03967, although: 0.03918"
Topic 479,"media: 0.03304, fake: 0.02762, election: 0.02173, binding: 0.02134, concede: 0.02002, preside: 0.01948, shatter: 0.019, ignorance: 0.01817, handler: 0.01781, corrupt: 0.01765"
Topic 480,"celebrity: 0.15352, celeb: 0.08202, star: 0.08072, demographic: 0.07555, sunday: 0.06868, version: 0.04786, viewer: 0.04355, premiere: 0.04355, portrait: 0.03777, original: 0.03714"
Topic 481,"announce: 0.0938, wait: 0.07089, running: 0.06459, announcement: 0.05363, youre: 0.04152, hang: 0.03613, relevant: 0.03536, hurry: 0.03466, flexible: 0.034, reelection: 0.03283"
Topic 482,"monument: 0.06493, salute: 0.0637, lincoln: 0.06205, memorial: 0.06205, outdoor: 0.05561, park: 0.04653, flyover: 0.03926, treasure: 0.0283, wide: 0.02572, celebration: 0.02458"
Topic 483,"inauguration: 0.14748, washington: 0.11656, january: 0.09677, lion: 0.03985, addressing: 0.03664, fourth: 0.03282, sworn: 0.03119, oath: 0.03047, seattle: 0.03014, adult: 0.03014"
Topic 484,"obstruct: 0.0364, delivering: 0.0319, defy: 0.02856, democrat: 0.02642, distance: 0.02631, obstructing: 0.02571, tearing: 0.02516, portion: 0.02336, recipient: 0.02229, blowing: 0.02229"
Topic 485,"senator: 0.07454, rino: 0.05783, career: 0.04121, senate: 0.04074, sasse: 0.03292, alexander: 0.03292, technical: 0.03292, gardner: 0.03183, backing: 0.03006, texan: 0.02932"
Topic 486,"superbowl: 0.21231, bowl: 0.20348, super: 0.12686, century: 0.06523, denver: 0.05308, pick: 0.0381, commercial: 0.03667, defensive: 0.0335, colt: 0.0335, football: 0.03209"
Topic 487,"cabinet: 0.2313, meeting: 0.05901, tele: 0.02637, automobile: 0.02559, digital: 0.02373, advisory: 0.02233, whitehouse: 0.02195, pentagon: 0.02194, conference: 0.02106, workforce: 0.01974"
Topic 488,"hampshire: 0.23272, evening: 0.04885, union: 0.03073, territory: 0.03037, exciting: 0.03012, england: 0.02856, venue: 0.02744, special: 0.02719, land: 0.02665, bowl: 0.02506"
Topic 489,"doral: 0.13978, cadillac: 0.10081, championship: 0.07774, golf: 0.05532, miami: 0.05514, monster: 0.04297, rory: 0.04239, tiger: 0.03847, blue: 0.03462, tournament: 0.03314"
Topic 490,"nancy: 0.13998, barbara: 0.09323, district: 0.08044, crazy: 0.06422, observation: 0.04412, stuff: 0.0427, female: 0.0355, helicopter: 0.0355, meltdown: 0.03443, harm: 0.03347"
Topic 491,"israel: 0.09528, omar: 0.0439, semitic: 0.03465, language: 0.03463, jewish: 0.03262, hateful: 0.03251, disgusting: 0.03193, foul: 0.03164, horrible: 0.02865, hate: 0.02815"
Topic 492,"number: 0.11777, blowout: 0.08652, adjust: 0.04474, roast: 0.04085, consecutive: 0.03894, describe: 0.03481, replacement: 0.03328, expectation: 0.03328, neil: 0.03282, motor: 0.02981"
Topic 493,"busines: 0.09057, businessmen: 0.06741, businessman: 0.0348, politic: 0.03231, insightful: 0.03172, screw: 0.02502, stick: 0.02408, skill: 0.02166, donald: 0.02062, changing: 0.02036"
Topic 494,"easter: 0.52532, happy: 0.08296, everyone: 0.04389, greeting: 0.03886, triumph: 0.03809, hater: 0.03115, wish: 0.02885, volunteer: 0.02716, roll: 0.02533, wise: 0.02353"
Topic 495,"supporter: 0.08022, mediocrity: 0.07493, destin: 0.06255, supporting: 0.03642, deanna: 0.03623, support: 0.03121, belief: 0.03014, superior: 0.02915, listen: 0.02463, representing: 0.02177"
Topic 496,"moscow: 0.291, universe: 0.12204, pageant: 0.06814, november: 0.06615, hall: 0.04879, city: 0.04235, sellout: 0.02875, picking: 0.02532, saint: 0.02482, russia: 0.0247"
Topic 497,"shark: 0.44091, tank: 0.2783, apprentice: 0.04741, friday: 0.04075, dead: 0.03167, marshall: 0.03133, beat: 0.02828, swift: 0.02735, comparison: 0.02686, demo: 0.02598"
Topic 498,"season: 0.19616, spring: 0.06235, shawn: 0.04558, shooting: 0.04409, precise: 0.04371, fascinating: 0.04289, drama: 0.04074, winter: 0.03742, underway: 0.03527, summer: 0.03227"
Topic 499,"happy: 0.21078, merry: 0.10024, bold: 0.05562, patrick: 0.05457, wishing: 0.05176, mother: 0.04403, constitution: 0.04157, friday: 0.03537, exciting: 0.0341, ahead: 0.02997"
Topic 500,"rock: 0.35596, goldberg: 0.08533, dumb: 0.0526, crying: 0.04267, defending: 0.03048, everywhere: 0.02943, show: 0.02892, beating: 0.02871, hate: 0.02655, blow: 0.02561"
Topic 501,"song: 0.32409, youtube: 0.09228, music: 0.05468, digital: 0.03287, donald: 0.03128, little: 0.02787, imagination: 0.02771, tribute: 0.02517, screw: 0.0244, welcome: 0.02315"
Topic 502,"comcast: 0.12754, lauer: 0.0643, credibility: 0.05438, mystery: 0.04022, rating: 0.03519, disgust: 0.0339, scarborough: 0.03188, terminate: 0.03188, matt: 0.02978, embarrass: 0.02618"
Topic 503,"sign: 0.09404, yard: 0.04636, publicity: 0.04233, troublemaker: 0.03072, signage: 0.03072, town: 0.02846, podium: 0.02805, paint: 0.02805, rude: 0.02736, though: 0.02363"
Topic 504,"cpac: 0.33426, speak: 0.04906, exclusive: 0.0489, weigh: 0.03906, palin: 0.03566, suicide: 0.03478, slot: 0.03088, priority: 0.0266, roof: 0.0266, trending: 0.02498"
Topic 505,"sleep: 0.40039, sleepy: 0.11307, tight: 0.054, whenever: 0.04644, swine: 0.04177, require: 0.03468, moron: 0.03343, opposite: 0.03108, vision: 0.03089, likewise: 0.02964"
Topic 506,"jennifer: 0.52583, amen: 0.06591, plate: 0.03946, busy: 0.0266, however: 0.02554, unfortunate: 0.02515, sale: 0.02142, billionaire: 0.02063, prez: 0.02042, hope: 0.0199"
Topic 507,"discus: 0.21704, stream: 0.06863, joining: 0.04405, orlean: 0.04051, courtesy: 0.04051, verdict: 0.04051, podium: 0.03825, expansion: 0.03731, podcast: 0.03497, addressing: 0.03431"
Topic 508,"saudi: 0.22929, arabia: 0.21054, paying: 0.03801, prince: 0.03593, king: 0.03432, taunting: 0.02546, crusade: 0.02546, stability: 0.02462, lifting: 0.02462, depending: 0.02389"
Topic 509,"todd: 0.26028, chuck: 0.1402, sleepy: 0.07979, meet: 0.05114, deceptive: 0.04324, pres: 0.03791, william: 0.02377, airwave: 0.02304, cotton: 0.02304, edit: 0.02162"
Topic 510,"agre: 0.54329, nice: 0.10315, tide: 0.10065, usatoday: 0.08916, kidding: 0.08237, hour: 0.03404, talking: 0.03002, speak: 0.02969, question: 0.02656, team: 0.0241"
Topic 511,"rais: 0.26755, charity: 0.0556, money: 0.04029, million: 0.03072, envy: 0.03018, amount: 0.02959, dollar: 0.02914, veteran: 0.02884, nrsc: 0.02775, obligation: 0.02421"
Topic 512,"tonight: 0.09071, overflow: 0.05268, buffalo: 0.04488, hitting: 0.04277, montana: 0.04238, girl: 0.03792, spot: 0.03739, rush: 0.03547, kick: 0.03343, usual: 0.03253"
Topic 513,"soon: 0.20328, allen: 0.08533, bobby: 0.06748, wait: 0.06415, dalla: 0.05336, mitch: 0.0487, cause: 0.04664, later: 0.04354, well: 0.036, heading: 0.03027"
Topic 514,"economy: 0.04051, economic: 0.03137, living: 0.02731, weigh: 0.02664, fulfilling: 0.02576, commodity: 0.02432, goodbye: 0.02432, denial: 0.02432, tuning: 0.02372, performing: 0.02318"
Topic 515,"inspiration: 0.19046, motivation: 0.0488, blake: 0.03777, aaron: 0.03777, builder: 0.03153, obsess: 0.02987, dedication: 0.0285, shit: 0.0285, sort: 0.02809, aspect: 0.02771"
Topic 516,"building: 0.10793, richard: 0.06979, architect: 0.05828, design: 0.05729, build: 0.04314, advise: 0.03973, architecture: 0.03973, deeper: 0.03841, skyscraper: 0.03728, mumbai: 0.03628"
Topic 517,"megyn: 0.38387, devote: 0.06412, vacation: 0.03655, distortion: 0.03315, bushy: 0.03315, advocating: 0.03315, humble: 0.03206, wherever: 0.03206, bash: 0.03027, happi: 0.02667"
Topic 518,"york: 0.12759, finest: 0.07633, mediocrity: 0.04903, owning: 0.04903, advis: 0.04366, backward: 0.04092, yorker: 0.03944, film: 0.03503, forget: 0.03193, summer: 0.03021"
Topic 519,"honor: 0.15869, jason: 0.09, tribe: 0.07433, rhino: 0.07187, occasion: 0.05528, marc: 0.0538, nonsense: 0.04664, delivering: 0.04013, rose: 0.0381, therefore: 0.03763"
Topic 520,"statue: 0.20168, monument: 0.17823, vandalize: 0.10717, prison: 0.0943, anarchist: 0.06434, memorial: 0.0546, arrest: 0.04422, imposing: 0.04145, removal: 0.03818, agitator: 0.02856"
Topic 521,"jerusalem: 0.39204, embassy: 0.21054, capital: 0.11484, israel: 0.0699, directing: 0.0316, serbia: 0.03067, capture: 0.02984, stag: 0.02911, deck: 0.02728, preparation: 0.02629"
Topic 522,"corruption: 0.15186, cumming: 0.04764, investigate: 0.0475, elijah: 0.04545, obligation: 0.04304, stolen: 0.03556, pursuit: 0.02912, requesting: 0.02683, suggesting: 0.02621, institution: 0.02467"
Topic 523,"minister: 0.16398, prime: 0.15466, bori: 0.12088, intensive: 0.09156, johnson: 0.0814, greece: 0.05923, india: 0.0334, hosting: 0.03069, cease: 0.03052, modi: 0.02882"
Topic 524,"race: 0.05178, tend: 0.03315, somehow: 0.03206, drop: 0.03009, diligence: 0.02953, election: 0.02814, unreal: 0.02768, institution: 0.02715, invite: 0.02622, battleground: 0.02579"
Topic 525,"louisiana: 0.22633, rouge: 0.1395, baton: 0.13653, charle: 0.04983, lake: 0.04938, expecting: 0.04007, katrina: 0.03875, orlean: 0.03875, saint: 0.03345, association: 0.02863"
Topic 526,"pandemic: 0.27562, outbreak: 0.05027, unprecedent: 0.03629, older: 0.03518, provider: 0.03518, utmost: 0.03402, condition: 0.03401, medical: 0.03382, midst: 0.03301, critical: 0.03177"
Topic 527,"dominate: 0.1637, winning: 0.14082, contest: 0.12928, winner: 0.10621, healing: 0.09481, couple: 0.05484, gold: 0.04935, knowing: 0.04848, owner: 0.04541, accept: 0.04092"
Topic 528,"luck: 0.312, good: 0.06539, wednesday: 0.0397, gold: 0.03624, lucky: 0.03603, appreciate: 0.03032, reading: 0.02846, welcome: 0.02206, start: 0.02158, nice: 0.02095"
Topic 529,"great: 0.07442, wonderful: 0.04701, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05, : 1e-05"
Topic 530,"flake: 0.10265, arizona: 0.08866, jeff: 0.0611, martha: 0.06106, claire: 0.04327, senator: 0.04083, missouri: 0.03604, hawley: 0.03544, pilot: 0.03016, josh: 0.02947"
Topic 531,"dubai: 0.33747, damac: 0.14145, estate: 0.07101, pacific: 0.04689, ocean: 0.04181, twit: 0.03873, panoramic: 0.03873, launch: 0.03723, completion: 0.03449, emirate: 0.03233"
Topic 532,"hampshire: 0.25239, nashua: 0.0931, expecting: 0.04655, foley: 0.04655, capability: 0.04146, pulling: 0.03621, tribute: 0.03101, campaigning: 0.02623, journalist: 0.02513, difference: 0.02156"
Topic 533,"union: 0.20898, mcquaid: 0.05941, member: 0.04283, richard: 0.03598, unethical: 0.03072, dying: 0.03038, custom: 0.02971, acceptance: 0.02883, split: 0.02883, steinbrenner: 0.02805"
Topic 534,"crowd: 0.0631, arena: 0.05862, enthusiastic: 0.04334, hiden: 0.03696, enthusiasm: 0.03611, vile: 0.03597, touche: 0.03597, mask: 0.03406, airplane: 0.03226, chant: 0.03226"
Topic 535,"bergdahl: 0.29525, deserter: 0.07078, shoot: 0.03538, five: 0.0335, praise: 0.03282, brave: 0.02919, mistake: 0.02641, base: 0.02551, gang: 0.02498, straight: 0.02485"
Topic 536,"signing: 0.2469, tower: 0.12649, book: 0.08796, noon: 0.07357, tough: 0.03676, tomorrow: 0.02236, suspend: 0.02168, december: 0.02148, avenue: 0.02077, fellow: 0.01982"
Topic 537,"trish: 0.30962, regan: 0.30962, corsi: 0.02838, convincing: 0.02754, silk: 0.02754, handing: 0.02614, panic: 0.02614, telling: 0.02587, network: 0.02563, derangement: 0.025"
Topic 538,"tiger: 0.33755, omaha: 0.06974, comeback: 0.04284, champion: 0.04104, breath: 0.03102, iron: 0.02939, exciting: 0.02915, fresh: 0.02655, surprising: 0.02591, abandon: 0.0225"
Topic 539,"consumer: 0.15734, confidence: 0.12858, optimism: 0.10137, index: 0.09959, highest: 0.04658, manufacturer: 0.04017, level: 0.03756, shap: 0.032, high: 0.03107, stanley: 0.03094"
Topic 540,"money: 0.07805, spending: 0.07122, spend: 0.06897, demonstrate: 0.05713, acceptance: 0.05544, retire: 0.05262, upside: 0.05142, magic: 0.04753, silence: 0.0407, influence: 0.03708"
Topic 541,"eastern: 0.37226, conference: 0.21326, white: 0.11174, house: 0.07013, guideline: 0.04322, starting: 0.03678, live: 0.02448, explain: 0.02115, opening: 0.01926, today: 0.01904"
Topic 542,"immigrant: 0.10458, illegal: 0.04263, free: 0.03852, nunn: 0.02845, care: 0.02802, medicare: 0.02797, amnesty: 0.0272, medicaid: 0.02534, rais: 0.02496, outsourcing: 0.02476"
Topic 543,"endeavor: 0.18993, creative: 0.18263, innovation: 0.12953, innovative: 0.11386, idea: 0.09395, open: 0.06886, mind: 0.05678, entrepreneur: 0.05305, busines: 0.04346, remain: 0.04161"
Topic 544,"month: 0.13744, june: 0.11556, awaiting: 0.06458, mandat: 0.06458, consecutive: 0.05813, dominate: 0.05575, waiting: 0.05367, philippine: 0.05196, basic: 0.04967, statu: 0.04601"
